===============================================================================
EXTENSION NAME : linecount
EXTENSION VERSION : 0.1.7
-------------------------------------------------------------------------------
count time : 2019-05-17 16:55:53
count workspace : c:\Users\bigol\Desktop\repos\dh-unit\Project\Assets
total files : 3261
total code lines : 610316
total comment lines : 13463
total blank lines : 12214

Cirrus.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Animation\boatTimeline.playable.meta, code is 10, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Blue.mat, code is 76, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Blue.mat.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Dark.mat, code is 76, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Dark.mat.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Ghost.mat, code is 77, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Ghost.mat.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\GhostRed.mat, code is 77, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\GhostRed.mat.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Green.mat, code is 76, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Green.mat.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Grid20.mat, code is 76, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Grid20.mat.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Grid200.mat, code is 76, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Grid200.mat.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\GridBlue.mat, code is 76, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\GridBlue.mat.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Light.mat, code is 76, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Light.mat.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Orange.mat, code is 75, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Orange.mat.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\PlanetMaterial.mat, code is 76, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\PlanetMaterial.mat.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Purple.mat, code is 76, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Purple.mat.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Red.mat, code is 76, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Red.mat.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Sky.mat, code is 82, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Sky.mat.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Teleporter.mat, code is 77, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Teleporter.mat.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\tile_green.mat, code is 76, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\tile_green.mat.meta, code is 10, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Water.mat, code is 77, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Materials\Water.mat.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Models.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Models\BigMesh.fbx, it is a binary file.
External\KinematicCharacterController\Examples\Models\BigMesh.fbx.meta, code is 94, comment is 5, blank is 0.
External\KinematicCharacterController\Examples\Models\boat.fbx, it is a binary file.
External\KinematicCharacterController\Examples\Models\boat.fbx.meta, code is 132, comment is 2, blank is 0.
External\KinematicCharacterController\Examples\Models\ComplexShape.fbx, it is a binary file.
External\KinematicCharacterController\Examples\Models\ComplexShape.fbx.meta, code is 116, comment is 2, blank is 0.
External\KinematicCharacterController\Examples\Models\ConcaveCorridor.fbx, it is a binary file.
External\KinematicCharacterController\Examples\Models\ConcaveCorridor.fbx.meta, code is 96, comment is 5, blank is 0.
External\KinematicCharacterController\Examples\Models\ConcaveSteps.fbx, it is a binary file.
External\KinematicCharacterController\Examples\Models\ConcaveSteps.fbx.meta, code is 96, comment is 5, blank is 0.
External\KinematicCharacterController\Examples\Models\DualTriSlope.fbx, it is a binary file.
External\KinematicCharacterController\Examples\Models\DualTriSlope.fbx.meta, code is 104, comment is 2, blank is 0.
External\KinematicCharacterController\Examples\Models\LedgeSlope.fbx, it is a binary file.
External\KinematicCharacterController\Examples\Models\LedgeSlope.fbx.meta, code is 96, comment is 5, blank is 0.
External\KinematicCharacterController\Examples\Models\Materials.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Models\Materials\No Name.mat, code is 76, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Models\Materials\No Name.mat.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Models\StepTest1.fbx, it is a binary file.
External\KinematicCharacterController\Examples\Models\StepTest1.fbx.meta, code is 94, comment is 5, blank is 0.
External\KinematicCharacterController\Examples\Models\StepTest2.fbx, it is a binary file.
External\KinematicCharacterController\Examples\Models\StepTest2.fbx.meta, code is 94, comment is 5, blank is 0.
External\KinematicCharacterController\Examples\Models\StepTest3.fbx, it is a binary file.
External\KinematicCharacterController\Examples\Models\StepTest3.fbx.meta, code is 94, comment is 5, blank is 0.
External\KinematicCharacterController\Examples\Models\Suzanne.fbx, it is a binary file.
External\KinematicCharacterController\Examples\Models\Suzanne.fbx.meta, code is 96, comment is 5, blank is 0.
External\KinematicCharacterController\Examples\Models\TriSlope1.fbx, it is a binary file.
External\KinematicCharacterController\Examples\Models\TriSlope1.fbx.meta, code is 96, comment is 5, blank is 0.
External\KinematicCharacterController\Examples\Models\TriSlope2.fbx, it is a binary file.
External\KinematicCharacterController\Examples\Models\TriSlope2.fbx.meta, code is 96, comment is 5, blank is 0.
External\KinematicCharacterController\Examples\Models\TriSlope3.fbx, it is a binary file.
External\KinematicCharacterController\Examples\Models\TriSlope3.fbx.meta, code is 96, comment is 5, blank is 0.
External\KinematicCharacterController\Examples\Models\TriSlope4.fbx, it is a binary file.
External\KinematicCharacterController\Examples\Models\TriSlope4.fbx.meta, code is 96, comment is 5, blank is 0.
External\KinematicCharacterController\Examples\Prefabs.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Prefabs\AICharacter.prefab, code is 301, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Prefabs\AICharacter.prefab.meta, code is 7, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Prefabs\DynamicCube.prefab, code is 113, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Prefabs\DynamicCube.prefab.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Prefabs\FramerateDebugPanel.prefab, code is 1969, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Prefabs\FramerateDebugPanel.prefab.meta, code is 10, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scenes.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scenes\CharacterPlayground.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scenes\CharacterPlayground.unity, code is 41942, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scenes\CharacterPlayground.unity.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scenes\CharacterPlayground\LightingData.asset, it is a binary file.
External\KinematicCharacterController\Examples\Scenes\CharacterPlayground\LightingData.asset.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scenes\CharacterPlayground\ReflectionProbe-0.exr, it is a binary file.
External\KinematicCharacterController\Examples\Scenes\CharacterPlayground\ReflectionProbe-0.exr.meta, code is 84, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scenes\StressTest.unity, code is 2113, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scenes\StressTest.unity.meta, code is 7, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scripts.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scripts\BuildManager.cs, code is 23, comment is 0, blank is 3.
External\KinematicCharacterController\Examples\Scripts\BuildManager.cs.meta, code is 12, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scripts\Editor.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scripts\Editor\PauseStateHandler.cs, code is 20, comment is 0, blank is 2.
External\KinematicCharacterController\Examples\Scripts\Editor\PauseStateHandler.cs.meta, code is 11, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scripts\ExampleAIController.cs, code is 25, comment is 1, blank is 4.
External\KinematicCharacterController\Examples\Scripts\ExampleAIController.cs.meta, code is 13, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scripts\ExampleMovingPlatform.cs, code is 32, comment is 0, blank is 7.
External\KinematicCharacterController\Examples\Scripts\ExampleMovingPlatform.cs.meta, code is 12, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scripts\FrameratePanel.cs, code is 126, comment is 4, blank is 23.
External\KinematicCharacterController\Examples\Scripts\FrameratePanel.cs.meta, code is 12, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scripts\PlanetManager.cs, code is 52, comment is 2, blank is 11.
External\KinematicCharacterController\Examples\Scripts\PlanetManager.cs.meta, code is 12, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scripts\PlayableMover.cs, code is 37, comment is 6, blank is 10.
External\KinematicCharacterController\Examples\Scripts\PlayableMover.cs.meta, code is 13, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scripts\PrefabLauncher.cs, code is 20, comment is 0, blank is 2.
External\KinematicCharacterController\Examples\Scripts\PrefabLauncher.cs.meta, code is 12, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scripts\StressTestManager.cs, code is 80, comment is 0, blank is 13.
External\KinematicCharacterController\Examples\Scripts\StressTestManager.cs.meta, code is 11, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Scripts\Teleporter.cs, code is 31, comment is 0, blank is 6.
External\KinematicCharacterController\Examples\Scripts\Teleporter.cs.meta, code is 12, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Terrain.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Terrain\New Terrain.asset, it is a binary file.
External\KinematicCharacterController\Examples\Terrain\New Terrain.asset.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Textures.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Textures\tile.png, it is a binary file.
External\KinematicCharacterController\Examples\Textures\tile.png.meta, code is 76, comment is 0, blank is 0.
External\KinematicCharacterController\Examples\Textures\tile_green.png, it is a binary file.
External\KinematicCharacterController\Examples\Textures\tile_green.png.meta, code is 76, comment is 0, blank is 0.
External\KinematicCharacterController\UpgradeGuide.pdf, code is 80, comment is 0, blank is 2.
External\KinematicCharacterController\UpgradeGuide.pdf.meta, code is 7, comment is 0, blank is 0.
External\KinematicCharacterController\UserGuide.pdf, code is 155, comment is 503, blank is 1.
External\KinematicCharacterController\UserGuide.pdf.meta, code is 7, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough.pdf, code is 373, comment is 375, blank is 9.
External\KinematicCharacterController\Walkthrough.pdf.meta, code is 7, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\1- Player Camera Character Setup.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\1- Player Camera Character Setup\Scene.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\1- Player Camera Character Setup\Scene\WalkthroughScene1.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\1- Player Camera Character Setup\Scene\WalkthroughScene1.unity, code is 1141, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\1- Player Camera Character Setup\Scene\WalkthroughScene1.unity.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\1- Player Camera Character Setup\Scene\WalkthroughScene1\LightingData.asset, it is a binary file.
External\KinematicCharacterController\Walkthrough\1- Player Camera Character Setup\Scene\WalkthroughScene1\LightingData.asset.meta, code is 10, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\1- Player Camera Character Setup\Scene\WalkthroughScene1\ReflectionProbe-0.exr, it is a binary file.
External\KinematicCharacterController\Walkthrough\1- Player Camera Character Setup\Scene\WalkthroughScene1\ReflectionProbe-0.exr.meta, code is 78, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\1- Player Camera Character Setup\Scripts.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\1- Player Camera Character Setup\Scripts\MyCharacterController.cs, code is 47, comment is 11, blank is 12.
External\KinematicCharacterController\Walkthrough\1- Player Camera Character Setup\Scripts\MyCharacterController.cs.meta, code is 12, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\1- Player Camera Character Setup\Scripts\MyPlayer.cs, code is 49, comment is 7, blank is 12.
External\KinematicCharacterController\Walkthrough\1- Player Camera Character Setup\Scripts\MyPlayer.cs.meta, code is 12, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\10- Multiple movement states setup.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\10- Multiple movement states setup\Scene.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\10- Multiple movement states setup\Scene\WalkthroughScene10.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\10- Multiple movement states setup\Scene\WalkthroughScene10.unity, code is 1158, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\10- Multiple movement states setup\Scene\WalkthroughScene10.unity.meta, code is 8, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\10- Multiple movement states setup\Scene\WalkthroughScene10\LightingData.asset, it is a binary file.
External\KinematicCharacterController\Walkthrough\10- Multiple movement states setup\Scene\WalkthroughScene10\LightingData.asset.meta, code is 10, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\10- Multiple movement states setup\Scene\WalkthroughScene10\ReflectionProbe-0.exr, it is a binary file.
External\KinematicCharacterController\Walkthrough\10- Multiple movement states setup\Scene\WalkthroughScene10\ReflectionProbe-0.exr.meta, code is 78, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\10- Multiple movement states setup\Scripts.meta, code is 9, comment is 0, blank is 0.
External\KinematicCharacterController\Walkthrough\10- Multiple movement states setup\Scripts\MyCharacterController.cs, code is 325, comment is 66, blank is 48.
External\KinematicCharacterController\Walkthrough\10- Multiple movement states setup\Scripts\MyCharacterController.cs.meta, code is 12, comment is 0, blank is 0.
